Habitaciones;Banos;Parqueaderos;Area_construida;Area_privada;Estrato;Estado;Anos;Administracion;Ascensor;Circuito_cerrado;Parqueadero_visitantes;Porteria;Zonas_verdes;Salon_comunal;Balcon;Barra_americana;Calentador;Chimenea;Citofono;Cocina_integral;Terraza;Vigilancia;Parques_cercanos;Estudio;Patio;Deposito;Tipo;Precio
1;2;1;60;57;4;Bueno;1;230000;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;560000000
1;2;1;48;43;3;No definida;1;230000;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;330000000
1;1;0;40;32;4;No definida;1;230000;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;244000000
1;1;1;38;38;5;Bueno;1;230000;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;Apartamento;347000000
3;3;1;85;85;3;No definida;1;232000;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;Casa;350000000
3;3;1;85;85;3;No definida;1;232000;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;Casa;350000000
3;3;1;85;85;3;No definida;1;232000;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;Casa;350000000
1;2;1;40,67;0;4;Excelente;1;233000;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;Apartamento;330000000
1;1;0;33;0;1;Excelente;1;234000;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;320000000
3;2;1;72;72;3;No definida;1;234900;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;380000000
3;2;1;71;71;3;Bueno;1;235000;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;520000000
2;2;1;57;0;3;Excelente;1;235000;1;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0;1;Apartamento;290000000
2;2;1;57;0;3;Excelente;1;235000;1;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0;1;Apartamento;290000000
3;2;1;81;81;5;Bueno;1;238000;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Apartamento;550000000
3;2;1;81;81;5;No definida;1;238000;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;550000000
1;2;1;64;0;5;No definida;1;239000;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;420000000
1;2;1;64;0;5;No definida;1;239000;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;420000000
1;2;1;64;0;5;No definida;1;239000;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;420000000
3;2;1;66;66;4;Bueno;1;239100;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;350000000
3;2;1;66;66;4;Bueno;1;239100;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;350000000
1;2;1;58;58;6;Bueno;1;239100;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;400000000
3;2;1;87;0;4;No definida;1;240000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;415000000
3;2;1;87;87;4;Bueno;1;240000;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;Apartamento;415000000
3;2;1;87;0;4;No definida;1;240000;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Apartamento;415000000
3;2;1;80;80;4;Bueno;1;240000;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;Apartamento;385000000
2;2;1;52;52;3;No definida;1;240000;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;Apartamento;240000000
2;2;1;58;66;3;No definida;1;240000;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;270000000
2;2;1;52;52;3;No definida;1;240000;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;Apartamento;240000000
1;1;1;41;41;3;Bueno;1;240000;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;Apartamento;246000000
1;1;1;43;43;3;No definida;1;240000;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;275000000
1;1;1;40;0;3;No definida;1;240000;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;Apartamento;295000000
3;2;1;56;56;3;No definida;1;240900;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;Apartamento;217000000
2;2;1;60;0;4;No definida;1;242000;1;0;1;1;1;1;1;0;0;0;1;1;0;1;0;0;0;0;Apartamento;396000000
3;2;1;62;54;4;No definida;1;243978;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;Apartamento;310000000
2;2;1;60,31;53;4;Excelente;1;244000;0;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;380000000
1;2;1;58;58;4;Excelente;1;245000;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;370000000
1;2;1;58;58;4;Excelente;1;245000;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;370000000
2;2;1;58;58;4;No definida;1;247000;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;295000000
2;2;2;62;62;4;No definida;1;248000;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;Apartamento;420000000
2;2;2;62;62;4;No definida;1;248000;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;Apartamento;420000000
2;2;2;62;62;4;No definida;1;248000;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;Apartamento;420000000
1;2;1;53;53;4;Bueno;1;249000;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;325000000
3;2;1;110;110;4;Excelente;1;250000;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;Apartamento;650000000
3;2;1;110;110;4;Excelente;1;250000;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;Apartamento;650000000
3;2;1;86;86;4;Bueno;1;250000;0;1;1;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;Apartamento;345000000
3;2;1;62,55;58;3;Bueno;1;250000;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;250000000
2;2;2;83;83;4;Bueno;1;250000;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;Apartamento;640000000
2;2;1;50;57;3;No definida;1;250000;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;380000000
2;2;1;61;61;6;No definida;1;250000;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;Apartamento;490000000
2;2;1;60;55;4;Excelente;1;250000;1;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;Apartamento;380000000
2;2;1;53;53;4;Excelente;1;250000;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;Apartamento;260000000
2;2;1;62;62;6;No definida;1;250000;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;Apartamento;490000000
1;2;2;54;54;4;Bueno;1;250000;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;Apartamento;530000000
1;2;1;55;0;4;No definida;1;250000;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;Apartamento;455000000
1;1;1;18,2;15,93;3;No definida;1;250000;1;0;1;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;Apartamento;300000000
1;1;1;18,2;15,93;3;No definida;1;250000;1;0;1;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;Apartamento;300000000
1;1;1;33;33;6;No definida;1;250000;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;Apartamento;275000000
3;3;1;87;0;4;Excelente;1;251000;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;610000000
3;3;1;87;0;4;Excelente;1;251000;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;610000000
3;2;1;64;0;3;Excelente;1;255000;0;1;0;1;0;1;1;0;1;0;1;1;0;1;0;1;0;0;Apartamento;250000000
1;1;1;48;0;4;Bueno;1;256000;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;Apartamento;330000000
2;2;1;63;63;4;Bueno;1;257000;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;Apartamento;393000000
2;2;0;63;63;4;No definida;1;257000;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;393000000
2;2;0;63;63;4;No definida;1;257000;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;393000000
2;2;1;62;62;4;Bueno;1;257000;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;366000000
3;2;1;93;93;4;No definida;1;258700;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;400000000
3;2;1;71;63;4;No definida;1;260000;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;400000000
3;2;1;69;69;3;No definida;1;260000;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Apartamento;272600000
3;2;1;52;52;4;Bueno;1;260000;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;320000000
3;2;1;93;93;4;No definida;1;260000;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;Apartamento;427000000
3;2;1;71;63;4;No definida;1;260000;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;400000000
1;2;1;44;39;3;No definida;1;260000;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Apartamento;320000000
2;2;1;54;54;3;Bueno;1;260200;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;288000000
2;2;1;54;54;3;Bueno;1;260200;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;288000000
2;2;1;54;54;3;Bueno;1;260200;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;288000000
2;2;1;54;54;3;No definida;1;260200;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;288000000
2;2;1;54;54;3;No definida;1;260200;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;288000000
2;2;1;59;59;3;Bueno;1;261000;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;267000000
2;2;1;59;0;3;Excelente;1;261000;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;Apartamento;267000000
3;2;1;80;80;4;No definida;1;261800;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;Apartamento;430000000
3;2;1;60;57;3;No definida;1;262000;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;350000000
3;2;1;70;70;4;Excelente;1;262000;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;360000000
3;2;1;70;63;4;No definida;1;262000;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;380000000
1;2;1;48;0;4;Excelente;1;262000;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;370000000
3;2;1;64;0;3;Excelente;1;264000;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;255000000
3;2;1;64;0;3;Excelente;1;264000;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;255000000
3;2;1;84;84;4;No definida;1;265000;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;Apartamento;389000000
3;2;1;84;84;4;No definida;1;265000;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;Apartamento;389000000
3;2;1;70;70;4;Excelente;1;265000;1;0;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;280000000
3;2;1;70;70;4;Excelente;1;265000;1;0;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;280000000
3;2;1;53;53;4;No definida;1;265000;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;300000000
1;2;1;53;53;3;No definida;1;265000;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;325000000
2;2;2;56;0;4;Excelente;1;266200;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;Apartamento;360000000
1;2;1;46;42;3;No definida;1;267200;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;340000000
1;2;1;46;42;3;No definida;1;267200;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;340000000
1;2;1;46;42;3;No definida;1;267200;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;340000000
1;2;1;46;42;3;No definida;1;267200;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;340000000
3;2;1;77;70;4;No definida;1;270000;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;360000000
3;2;2;77;0;4;Excelente;1;270000;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;520000000
3;2;2;77;0;4;Excelente;1;270000;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;520000000
3;2;1;57;0;3;No definida;1;270000;1;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;Apartamento;285000000
3;2;1;67;67;3;No definida;1;270000;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;Apartamento;365000000
3;2;2;77;0;4;Excelente;1;270000;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;520000000
3;2;1;83;83;3;No definida;1;270000;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;370000000
3;2;2;77;0;4;Excelente;1;270000;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;520000000
3;2;1;64;61;4;No definida;1;270000;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;Apartamento;289000000
2;2;1;59;59;3;Bueno;1;270000;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;370000000
2;2;1;59;59;3;Bueno;1;270000;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;370000000
3;2;1;68;0;4;No definida;1;271000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;455000000
2;2;1;86;82;4;Excelente;1;271000;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;480000000
2;2;1;62;0;4;Excelente;1;272000;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Apartamento;350000000
2;2;1;63;55;4;No definida;1;273000;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;440000000
2;2;1;63;55;4;No definida;1;273000;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;440000000
3;2;1;78;78;4;No definida;1;274000;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;0;1;Apartamento;400000000
3;2;1;78;78;4;No definida;1;274000;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;0;1;Apartamento;400000000
3;2;1;75;75;4;No definida;1;274000;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;400000000
3;2;1;74;74;4;No definida;1;274000;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;390000000
3;2;0;71;71;4;No definida;1;274327;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;Apartamento;280000000
2;3;1;76;76;4;Excelente;1;276000;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;Apartamento;398000000
2;3;1;76;76;4;Excelente;1;276000;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;Apartamento;398000000
2;3;1;76;76;4;Excelente;1;276000;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;Apartamento;398000000
2;2;1;59;59;3;No definida;1;276500;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;279800000
1;2;1;41;41;4;No definida;1;278000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;365000000
1;2;1;41;41;4;No definida;1;278000;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;365000000
3;3;2;95;95;4;Excelente;1;280000;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;370000000
3;3;2;107;87;4;Excelente;1;280000;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;500000000
3;2;1;76;73;4;No definida;1;280000;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;325000000
3;2;1;68;68;4;No definida;1;280000;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;Apartamento;310000000
3;2;1;82;0;3;No definida;1;280000;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;435000000
2;2;2;73;68;4;Bueno;1;280000;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;570000000
2;2;1;63;63;4;No definida;1;280000;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;430000000
2;2;1;75;0;4;Excelente;1;280000;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;410000000
1;2;2;52;52;6;Excelente;1;280000;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1;Apartamento;400000000
1;2;1;58;58;4;Excelente;1;280000;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;Apartamento;415000000
3;2;1;67;0;3;Excelente;1;282000;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;390000000
1;2;1;54;0;4;No definida;1;282100;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;350000000
2;2;1;56;56;3;Excelente;1;283000;1;0;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;300000000
2;2;1;56;56;3;Excelente;1;283000;1;0;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;300000000
1;1;1;56;0;4;No definida;1;284000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;332000000
3;2;1;77;77;4;No definida;1;285000;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;700000000
1;2;1;58;0;4;Excelente;1;285000;1;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;Apartamento;415000000
1;2;1;43,5;0;3;No definida;1;285000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;287000000
1;1;1;42;0;5;Excelente;1;285000;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;330000000
2;2;1;65;65;5;No definida;1;287000;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;Apartamento;410000000
1;2;1;68;68;4;Excelente;1;287000;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;Apartamento;498000001
1;2;1;68;68;4;Excelente;1;287000;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;Apartamento;498000001
3;2;1;78,88;78,88;4;No definida;1;289000;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;375000000
3;2;1;78,88;78,88;4;No definida;1;289000;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;375000000
3;2;1;78,88;78,88;4;No definida;1;289000;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;375000000
3;2;1;96,33;0;4;Excelente;1;289000;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;510000000
3;2;1;89;89;4;Bueno;1;289000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;480000000
3;2;1;89;89;4;Bueno;1;289000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;480000000
3;2;1;78,88;78,88;4;No definida;1;289000;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;375000000
3;2;1;78,88;78,88;4;No definida;1;289000;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;375000000
3;2;1;65;65;4;No definida;1;289000;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;297000000
2;3;1;72;72;4;Bueno;1;289500;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Apartamento;470000000
2;3;1;72;72;4;Bueno;1;289500;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Apartamento;470000000
3;2;1;71;61;4;Bueno;1;290000;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;465000000
3;2;1;88;84;4;No definida;1;290000;1;0;1;1;0;0;1;1;1;0;0;1;0;1;0;0;0;0;Apartamento;395000000
2;2;1;77;72;4;Excelente;1;290000;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;440000000
2;2;1;77;72;4;Excelente;1;290000;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;440000000
2;2;1;59;59;4;Excelente;1;290000;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;1;Apartamento;335000000
1;2;0;42;42;5;Bueno;1;290000;1;0;0;1;0;1;0;0;0;0;1;0;1;1;1;0;0;0;Apartamento;295000000
1;2;1;40;40;3;Excelente;1;290000;1;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;Apartamento;245000000
1;1;2;50;50;6;Bueno;1;290000;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;430000000
1;2;1;51;51;4;Excelente;1;293900;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;Apartamento;377000000
2;2;1;63,48;59;6;Excelente;1;296100;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;Apartamento;410000000
3;2;1;68;68;4;Excelente;1;296800;1;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;270000000
3;2;1;68;68;4;Excelente;1;296800;1;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;270000000
3;2;1;68;68;4;Excelente;1;296800;1;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;270000000
1;2;1;64;0;4;Excelente;1;297800;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;410000000
1;2;1;64;0;4;Excelente;1;297800;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;410000000
1;2;1;64;0;4;Excelente;1;297800;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;410000000
1;2;1;64;0;4;Excelente;1;297800;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;410000000
3;2;1;72,6;64;4;Excelente;1;298000;1;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;420000000
3;2;1;91;80;4;Excelente;1;298000;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;448000000
1;1;1;33;0;5;Excelente;1;298000;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;Apartamento;308000000
3;2;1;71;71;4;Excelente;1;300000;1;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;Apartamento;390000000
3;2;1;86;86;3;No definida;1;300000;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;550000000
3;2;1;86;86;3;No definida;1;300000;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;550000000
3;2;1;84;77;4;No definida;1;300000;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;350000000
3;2;2;91;91;5;Bueno;1;300000;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;Apartamento;587000000
3;2;2;97;92;5;Bueno;1;300000;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;Apartamento;670000000
3;2;2;92;0;4;Excelente;1;300000;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;480000000
3;2;2;94;0;3;Excelente;1;300000;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;420000000
2;2;1;65;65;4;No definida;1;300000;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Apartamento;450000000
2;2;1;56;60;4;No definida;1;300000;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;Apartamento;345000000
1;2;2;62;0;6;Excelente;1;300000;1;0;1;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;Apartamento;543200000
3;2;1;73;73;4;Excelente;1;300400;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;Apartamento;365000000
3;2;1;73;73;4;Excelente;1;300400;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;Apartamento;365000000
3;2;1;73;73;4;Excelente;1;300400;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;Apartamento;365000000
2;2;1;48;48;4;No definida;1;302000;1;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;Apartamento;310000000
3;2;1;78;0;4;No definida;1;304000;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;Apartamento;385000000
3;2;1;78;0;4;No definida;1;304000;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;Apartamento;385000000
3;2;1;86;78;4;No definida;1;305000;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;420000000
1;1;1;63;63;4;Bueno;1;306800;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;Apartamento;440000000
3;2;1;86,92;77,25;3;No definida;1;307800;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;430000000
3;2;1;86,92;77,25;3;No definida;1;307800;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;430000000
3;2;1;86,92;77,25;3;No definida;1;307800;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;430000000
3;2;1;86,92;77,25;3;No definida;1;307800;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;430000000
3;2;1;86,92;77,25;3;No definida;1;307800;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;430000000
3;3;2;98;98;4;No definida;1;308000;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;715000000
3;3;2;98;98;4;No definida;1;308000;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;715000000
